Window_Pair;Enhancer_CTCF;RNAPII-S2p_CTCF;RNAPII-S7p_RNAPII-S2p;RNAPII-S2p_RNAPII-S2p;Tcf3_EP300;H3K9me3_H3K9me3;ZC3H11A_CTCF;EP300_NANOG;Enhancer_MAFK;RNAPII-S7p_Enhancer;Tcf3_Enhancer;RNAPII-S5p_RNAPII-S2p;Tcf3_RNAPII-S2p;RNAPII-S2p_Oct4;HCFC1_NANOG;RNAPII-S2p_NANOG;Tcf3_CTCF;RNAPII-S5p_Enhancer;Tcf3_MAFK;EP300_ZNF384;RNAPII-S2p_Enhancer;Tcf3_NANOG;Enhancer_NANOG;H3K9me3_Enhancer
chr8:110200000-110240000&chr8:109600000-109640000;1;1;1;1;0;0;1;0;0;1;0;1;0;1;0;1;0;1;0;0;1;0;0;0
chr7:120360000-120400000&chr7:118320000-118360000;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
chr13:114520000-114560000&chr13:110600000-110640000;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;1;0;1;1;0;0;1
chr8:76720000-76760000&chr8:73440000-73480000;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr4:119800000-119840000&chr4:117880000-117920000;1;1;0;0;0;0;1;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1
chr4:21760000-21800000&chr4:21720000-21760000;0;1;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
chr17:83960000-84000000&chr17:80600000-80640000;1;1;1;0;0;0;0;1;0;1;0;1;0;1;1;1;0;1;0;0;1;0;1;0
chr3:79000000-79040000&chr3:77480000-77520000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
chr3:19600000-19640000&chr3:16000000-16040000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr5:93080000-93120000&chr5:92520000-92560000;1;1;0;0;1;0;1;1;1;0;0;1;0;1;1;1;1;1;1;1;0;1;1;0
chr10:42080000-42120000&chr10:40080000-40120000;1;1;1;0;1;0;0;1;0;1;1;1;0;0;0;0;1;1;0;0;1;0;1;0
chr11:8640000-8680000&chr11:6640000-6680000;1;0;1;0;0;0;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1
chr11:90400000-90440000&chr11:86920000-86960000;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr3:129600000-129640000&chr3:129280000-129320000;1;1;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;1;0
chr6:149280000-149320000&chr6:145880000-145920000;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
chr11:78160000-78200000&chr11:74680000-74720000;1;1;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;1;1;0;0;0
chr13:42760000-42800000&chr13:39480000-39520000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr1:133120000-133160000&chr1:129360000-129400000;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
chr19:24080000-24120000&chr19:21080000-21120000;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0
chr18:42640000-42680000&chr18:42360000-42400000;1;1;1;1;0;0;1;0;0;1;0;1;0;1;0;0;0;1;0;0;1;0;0;1
chr14:48080000-48120000&chr14:47320000-47360000;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr12:73040000-73080000&chr12:71880000-71920000;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0
chr17:49240000-49280000&chr17:47680000-47720000;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
chr12:91400000-91440000&chr12:87840000-87880000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr3:30560000-30600000&chr3:29960000-30000000;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
chr5:116000000-116040000&chr5:113080000-113120000;1;1;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0
chr16:9320000-9360000&chr16:8880000-8920000;1;0;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0
chr19:60200000-60240000&chr19:57520000-57560000;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
chr12:100640000-100680000&chr12:98600000-98640000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
chr15:79440000-79480000&chr15:75920000-75960000;1;1;1;0;0;0;0;1;0;1;0;1;0;0;1;1;0;1;0;0;1;0;0;1
chr13:84800000-84840000&chr13:81920000-81960000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr4:130400000-130440000&chr4:128000000-128040000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
chr18:86200000-86240000&chr18:84840000-84880000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
chr10:97200000-97240000&chr10:93960000-94000000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr11:80360000-80400000&chr11:78080000-78120000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
chr2:169920000-169960000&chr2:167960000-168000000;1;1;1;1;1;0;1;0;1;1;1;1;1;1;0;0;1;1;1;1;1;0;0;0
chr1:103760000-103800000&chr1:101720000-101760000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
chr19:41720000-41760000&chr19:40240000-40280000;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr2:31960000-32000000&chr2:28920000-28960000;1;1;1;1;0;0;1;0;1;1;0;1;0;1;0;0;0;1;0;1;1;0;0;1
chr2:28400000-28440000&chr2:26800000-26840000;1;1;1;1;0;0;1;0;0;1;0;1;0;1;0;0;0;1;0;0;1;0;0;0
chr19:57680000-57720000&chr19:53840000-53880000;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr16:31200000-31240000&chr16:30160000-30200000;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0
chr13:41200000-41240000&chr13:37360000-37400000;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr14:29040000-29080000&chr14:27880000-27920000;0;0;0;0;1;0;0;1;1;0;1;0;1;1;0;1;1;0;1;0;0;1;1;0
chr12:32480000-32520000&chr12:31720000-31760000;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
chr10:68800000-68840000&chr10:65280000-65320000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
chr13:23880000-23920000&chr13:22920000-22960000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
chr4:4160000-4200000&chr4:3480000-3520000;0;0;1;1;0;0;0;0;0;1;0;1;0;1;1;1;0;1;0;0;1;0;0;0
chr10:60200000-60240000&chr10:57960000-58000000;1;1;1;0;1;0;0;1;0;1;1;1;0;0;1;0;1;1;0;1;1;0;1;0
chr11:118400000-118440000&chr11:116000000-116040000;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1
chr10:74440000-74480000&chr10:71280000-71320000;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1
chr11:32520000-32560000&chr11:30640000-30680000;0;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1
chr3:20640000-20680000&chr3:19800000-19840000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
chr1:174240000-174280000&chr1:173320000-173360000;0;1;1;0;0;0;0;1;0;1;0;1;0;1;1;1;0;1;0;0;1;0;0;0
chr17:84720000-84760000&chr17:84000000-84040000;1;1;1;0;1;0;1;1;1;1;1;1;0;1;0;0;1;1;1;1;1;0;1;1
chr3:92560000-92600000&chr3:90280000-90320000;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr7:136600000-136640000&chr7:133360000-133400000;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
chr3:125200000-125240000&chr3:122280000-122320000;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr8:108520000-108560000&chr8:107640000-107680000;1;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
chr5:73240000-73280000&chr5:73080000-73120000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
chr18:35640000-35680000&chr18:33440000-33480000;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0
chr3:123880000-123920000&chr3:121280000-121320000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
chr9:83200000-83240000&chr9:82920000-82960000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
chr16:31720000-31760000&chr16:31080000-31120000;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
chr14:12800000-12840000&chr14:10360000-10400000;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0
chr17:34280000-34320000&chr17:34040000-34080000;1;1;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0
chr11:74680000-74720000&chr11:71960000-72000000;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;1;0;0;1;0;1;0
chr3:103440000-103480000&chr3:102960000-103000000;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
chr8:12480000-12520000&chr8:8800000-8840000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
chr12:57760000-57800000&chr12:55240000-55280000;1;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1
chr3:154080000-154120000&chr3:152080000-152120000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr4:43800000-43840000&chr4:40200000-40240000;1;1;0;0;1;0;1;1;0;1;1;0;1;1;1;1;1;1;0;0;1;0;1;0
chr8:111960000-112000000&chr8:108400000-108440000;1;1;1;0;0;0;1;1;0;1;0;0;0;0;1;1;0;1;0;1;1;0;0;0
chr3:60160000-60200000&chr3:57320000-57360000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
chr5:102320000-102360000&chr5:102240000-102280000;1;1;1;1;0;0;1;0;1;1;0;1;0;1;0;1;0;1;0;1;1;0;1;0
chr9:72520000-72560000&chr9:69960000-70000000;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;1;1;0;1;0
chr6:83600000-83640000&chr6:82320000-82360000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr17:88240000-88280000&chr17:84640000-84680000;1;1;1;1;0;0;1;0;0;1;0;1;0;1;0;0;0;1;0;1;1;0;0;0
chr11:70840000-70880000&chr11:68400000-68440000;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
chr18:86600000-86640000&chr18:83640000-83680000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
chr2:153960000-154000000&chr2:153920000-153960000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr5:17840000-17880000&chr5:16440000-16480000;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;1;1
chr2:141400000-141440000&chr2:141360000-141400000;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr11:19840000-19880000&chr11:18640000-18680000;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1;1
chr14:12720000-12760000&chr14:11280000-11320000;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;1;0;0;1;1;1;0
chr10:81040000-81080000&chr10:80960000-81000000;1;1;1;1;0;0;1;1;1;1;0;1;0;1;1;1;0;1;0;1;1;0;1;1
chr17:87480000-87520000&chr17:83800000-83840000;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;1;0;0;0
chr10:10240000-10280000&chr10:8000000-8040000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
chr7:28000000-28040000&chr7:26360000-26400000;1;1;1;1;1;0;1;0;0;1;1;1;1;1;0;0;1;1;0;0;1;0;0;0
chr7:147160000-147200000&chr7:144440000-144480000;1;1;0;0;0;0;1;1;1;1;0;0;0;0;0;1;0;1;0;1;1;0;0;1
chr3:88360000-88400000&chr3:87320000-87360000;1;1;1;1;0;0;0;0;1;1;1;1;1;1;0;1;0;1;1;0;1;0;1;0
chr1:12680000-12720000&chr1:9400000-9440000;1;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;1;1;0
chr9:86640000-86680000&chr9:83840000-83880000;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr14:62280000-62320000&chr14:60880000-60920000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
chr12:57840000-57880000&chr12:54320000-54360000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr7:77960000-78000000&chr7:75120000-75160000;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0
chr8:109920000-109960000&chr8:106920000-106960000;1;1;1;1;0;0;1;1;1;1;0;1;0;1;1;1;0;1;0;1;1;0;1;0
chr4:152480000-152520000&chr4:151400000-151440000;1;1;0;0;0;0;0;1;1;1;0;0;0;1;1;1;0;1;0;1;1;0;1;0
chr17:90480000-90520000&chr17:88880000-88920000;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1
chr11:90360000-90400000&chr11:89840000-89880000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
chr15:95800000-95840000&chr15:95600000-95640000;1;1;1;1;0;0;1;0;0;1;0;1;0;1;0;1;0;1;0;1;1;0;0;0
chr7:146920000-146960000&chr7:146040000-146080000;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0
chr17:7600000-7640000&chr17:6520000-6560000;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;1;0;0;1
chr5:25040000-25080000&chr5:23080000-23120000;1;1;1;1;0;0;0;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0
chr8:112040000-112080000&chr8:108080000-108120000;1;1;1;1;0;0;1;0;1;1;0;1;0;1;0;0;0;1;0;1;1;0;0;0
chr7:18560000-18600000&chr7:17400000-17440000;0;0;1;0;0;0;0;0;0;1;1;0;1;1;0;1;1;0;0;1;0;0;1;0
chr4:130880000-130920000&chr4:129160000-129200000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr7:89000000-89040000&chr7:87280000-87320000;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1;1
chr6:31520000-31560000&chr6:28600000-28640000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0
chr7:116800000-116840000&chr7:116680000-116720000;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0
chr8:92320000-92360000&chr8:91600000-91640000;0;0;1;0;0;0;0;0;1;1;1;1;1;1;0;1;0;1;0;0;1;0;1;0
chr7:86520000-86560000&chr7:85400000-85440000;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr9:23960000-24000000&chr9:21400000-21440000;1;0;0;0;1;0;0;1;0;1;1;0;1;1;1;1;1;1;0;1;1;1;1;0
chr13:66800000-66840000&chr13:64120000-64160000;1;1;1;0;1;0;1;1;0;1;1;1;0;1;0;1;1;1;0;0;1;1;1;1
chr8:15080000-15120000&chr8:11680000-11720000;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
chr2:29600000-29640000&chr2:27440000-27480000;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr14:120320000-120360000&chr14:117920000-117960000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr5:37320000-37360000&chr5:34120000-34160000;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
chr4:73160000-73200000&chr4:72560000-72600000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr4:109400000-109440000&chr4:108040000-108080000;1;1;1;0;1;0;1;1;0;1;1;1;0;0;0;0;1;1;1;1;1;0;1;0
chr10:75240000-75280000&chr10:74640000-74680000;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
chr1:63520000-63560000&chr1:62760000-62800000;1;1;1;1;0;0;0;1;0;1;0;1;0;0;0;1;0;1;0;1;1;0;1;0
chr4:133880000-133920000&chr4:131200000-131240000;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0
chr2:38280000-38320000&chr2:35000000-35040000;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
chr15:56560000-56600000&chr15:53840000-53880000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
chr10:47520000-47560000&chr10:45720000-45760000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
chr16:49440000-49480000&chr16:48840000-48880000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr8:119200000-119240000&chr8:118600000-118640000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr4:65280000-65320000&chr4:62600000-62640000;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
chr9:49520000-49560000&chr9:47480000-47520000;1;1;1;0;0;0;1;1;1;1;0;1;0;1;0;1;0;1;0;1;1;0;1;0
chr16:7000000-7040000&chr16:3800000-3840000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr5:85880000-85920000&chr5:84600000-84640000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
chr5:140680000-140720000&chr5:137200000-137240000;1;1;0;0;1;0;0;0;0;1;1;0;0;1;0;0;1;1;0;0;1;0;0;1
chr13:25240000-25280000&chr13:21840000-21880000;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
chr1:136040000-136080000&chr1:135480000-135520000;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
chr2:6000000-6040000&chr2:4080000-4120000;1;0;1;0;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;1;0;0;1
chr13:108680000-108720000&chr13:107200000-107240000;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
chr1:181920000-181960000&chr1:178560000-178600000;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
chr6:122480000-122520000&chr6:119760000-119800000;1;1;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0
chr2:18920000-18960000&chr2:16800000-16840000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr5:66920000-66960000&chr5:64760000-64800000;1;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
chr3:41840000-41880000&chr3:41400000-41440000;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr18:32000000-32040000&chr18:30960000-31000000;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;1;0
chr3:155400000-155440000&chr3:151920000-151960000;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;0
chr11:98440000-98480000&chr11:98400000-98440000;1;1;1;1;0;0;1;0;0;1;0;1;0;1;0;0;0;1;0;0;1;0;0;0
chr10:94800000-94840000&chr10:91640000-91680000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
chr5:132800000-132840000&chr5:129920000-129960000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr13:13280000-13320000&chr13:11960000-12000000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr14:60760000-60800000&chr14:60640000-60680000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr15:101200000-101240000&chr15:98520000-98560000;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr17:29120000-29160000&chr17:25440000-25480000;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
chr2:162440000-162480000&chr2:160920000-160960000;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0
chr7:143320000-143360000&chr7:140240000-140280000;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr14:45920000-45960000&chr14:43680000-43720000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
chr7:142280000-142320000&chr7:140240000-140280000;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
chr3:88600000-88640000&chr3:85600000-85640000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
chr16:61120000-61160000&chr16:59880000-59920000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr11:80960000-81000000&chr11:77000000-77040000;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
chr1:12840000-12880000&chr1:10080000-10120000;1;1;1;1;0;0;1;0;0;1;0;1;0;1;0;0;0;1;0;0;1;0;0;0
chr9:108680000-108720000&chr9:108640000-108680000;1;1;1;1;0;0;1;0;0;1;1;1;1;0;0;0;1;1;0;0;1;0;0;0
chr2:150800000-150840000&chr2:150080000-150120000;1;1;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0
chr10:121960000-122000000&chr10:118360000-118400000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
chr1:40000000-40040000&chr1:36240000-36280000;0;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;1
chr5:134960000-135000000&chr5:134920000-134960000;1;1;1;0;0;0;1;1;1;1;0;1;0;0;0;0;0;1;0;1;1;0;1;0
chr5:104640000-104680000&chr5:100800000-100840000;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr4:3760000-3800000&chr4:3280000-3320000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
chr11:97120000-97160000&chr11:95480000-95520000;1;1;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;1;1;0;0;0
chr2:143600000-143640000&chr2:141120000-141160000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr13:19440000-19480000&chr13:18680000-18720000;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0;1;0;0;1;0
chr4:114880000-114920000&chr4:111200000-111240000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
chr2:73680000-73720000&chr2:71840000-71880000;1;1;0;0;0;0;1;0;1;1;0;1;0;1;0;1;0;1;0;0;1;0;1;0
chr19:36880000-36920000&chr19:33480000-33520000;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr17:13960000-14000000&chr17:10760000-10800000;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;1;0;0;1;0;0;1
chr14:28120000-28160000&chr14:24760000-24800000;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
chr2:20680000-20720000&chr2:17880000-17920000;1;0;1;0;0;1;0;1;1;1;0;1;0;1;0;1;0;1;0;1;1;0;1;1
chr17:49880000-49920000&chr17:49600000-49640000;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
chr4:150040000-150080000&chr4:148200000-148240000;1;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0
chr6:110920000-110960000&chr6:106920000-106960000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
chr17:53920000-53960000&chr17:52720000-52760000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1
chr9:3920000-3960000&chr9:3240000-3280000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr10:19000000-19040000&chr10:17560000-17600000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr19:42840000-42880000&chr19:40480000-40520000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
chr4:133480000-133520000&chr4:130560000-130600000;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
chr5:21760000-21800000&chr5:21200000-21240000;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
chr5:126200000-126240000&chr5:125880000-125920000;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
chr1:150320000-150360000&chr1:149920000-149960000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr4:37360000-37400000&chr4:35040000-35080000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
chr17:25960000-26000000&chr17:23720000-23760000;1;1;1;1;0;0;1;1;0;1;0;1;0;1;1;1;0;1;0;1;1;0;1;0
chr14:98440000-98480000&chr14:97160000-97200000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
